"locationID","verbatimLatitude","verbatimLongitude","verbatimWaterbody","Program"
"FW08NV014",40.74129868,-115.5543686,NA,"NRSA"
"FW08NV015",41.01579472,-116.0832885,NA,"NRSA"
"FW08NV019",40.70240853,-116.5235212,NA,"NRSA"
"FW08NV022",41.77179727,-117.8060453,NA,"NRSA"
"FW08NV026",41.3973601,-117.4646693,NA,"NRSA"
"FW08NV028",41.40884387,-118.9109046,NA,"NRSA"
"FW08NV029",39.21428861,-114.5413454,NA,"NRSA"
"FW08NV031",40.81470323,-115.8061406,NA,"NRSA"
"FW08NV032",36.6417447,-114.5318165,NA,"NRSA"
"FW08NV033",38.85858259,-115.6673318,NA,"NRSA"
"FW08NV034",40.91002543,-117.9097195,NA,"NRSA"
"FW08NV035",40.68600234,-116.7624855,NA,"NRSA"
"FW08NV037",41.87729618,-115.6285161,NA,"NRSA"
"FW08NV038",41.9957489,-117.7707249,NA,"NRSA"
"FW08NV049",38.8505517,-116.6048621,NA,"NRSA"
"FW08NV040",39.08215943,-119.7573042,NA,"NRSA"
"FW08NV050",40.41024065,-118.3154415,NA,"NRSA"
"FW08CA044",41.48963055,-120.6045859,NA,"NRSA"
"FW08NV051",40.64965565,-116.7790317,NA,"NRSA"
"FW08NV053",41.95776506,-115.863833,NA,"NRSA"
"FW08NV054",41.27385024,-118.4605996,NA,"NRSA"
"FW08NV056",39.20075374,-119.6299202,NA,"NRSA"
"FW08CA059",40.00190523,-121.2682255,NA,"NRSA"
"FW08NV057",41.13161753,-115.4997593,NA,"NRSA"
"FW08NV058",40.78824389,-117.0442313,NA,"NRSA"
"FW08NV041",41.32039998,-115.657142,NA,"NRSA"
"FW08NV039",41.77125165,-117.3829874,NA,"NRSA"
"FW08NV062",41.00564814,-117.3393351,NA,"NRSA"
"FW08NV063",40.394948,-116.1206756,NA,"NRSA"
"FW08NV065",38.78147873,-117.3401678,NA,"NRSA"
"FW08NV066",40.69720892,-118.1006986,NA,"NRSA"
"FW08CA020",41.31852852,-123.5279597,NA,"NRSA"
"FW08CA031",38.81627171,-123.0111924,NA,"NRSA"
"FW08CA035",38.80836238,-121.6352071,NA,"NRSA"
"FW08CA040",41.53926058,-123.5267321,NA,"NRSA"
"FW08CA056",41.45639606,-123.9355648,NA,"NRSA"
"FW08CA061",37.59637606,-121.1287613,NA,"NRSA"
"FW08CA063",40.31843895,-123.771013,NA,"NRSA"
"FW08CA067",38.57234221,-121.3577452,NA,"NRSA"
"FW08CA068",41.84331069,-122.8997348,NA,"NRSA"
"FW08OR001",43.64952824,-124.0956116,NA,"NRSA"
"FW08OR002",45.36811658,-119.446251,NA,"NRSA"
"FW08OR004",44.62318544,-119.6383494,NA,"NRSA"
"FW08OR005",44.89842988,-117.4241613,NA,"NRSA"
"FW08OR006",43.87510264,-123.5025807,NA,"NRSA"
"FW08OR008",45.11449914,-116.8564475,NA,"NRSA"
"FW08OR009",45.30045298,-123.4774717,NA,"NRSA"
"FW08OR010",43.09695281,-122.4115116,NA,"NRSA"
"FW08OR015",42.41324015,-123.1579741,NA,"NRSA"
"FW08OR016",44.49070934,-122.8137154,NA,"NRSA"
"FW08OR019",44.37292269,-123.8363474,NA,"NRSA"
"FW08OR022",43.31057123,-123.2115221,NA,"NRSA"
"FW08OR027",44.06547124,-123.1063463,NA,"NRSA"
"FW08OR035",44.80638327,-123.9729588,NA,"NRSA"
"FW08OR043",43.61498688,-122.7664621,NA,"NRSA"
"FW08OR044",44.75269237,-122.5140529,NA,"NRSA"
"FW08OR047",42.07214556,-124.0083463,NA,"NRSA"
"FW08OR050",43.1011809,-122.8297464,NA,"NRSA"
"FW08OR045",44.90149003,-118.4770479,NA,"NRSA"
"FW08OR051",44.31650762,-123.2186318,NA,"NRSA"
"FW08OR052",44.85146182,-118.1429123,NA,"NRSA"
"FW08OR054",42.46828279,-124.3453411,NA,"NRSA"
"FW08OR058",44.14641093,-122.5770456,NA,"NRSA"
"FW08OR059",43.57753366,-123.501659,NA,"NRSA"
"FW08OR069",45.19312941,-118.704127,NA,"NRSA"
"FW08OR060",44.77924123,-122.816474,NA,"NRSA"
"FW08CO001",37.36588354,-108.5932791,NA,"NRSA"
"FW08CO003",39.73087609,-108.6747246,NA,"NRSA"
"FW08CO006",39.6430304,-107.7110185,NA,"NRSA"
"FW08CO010",39.34428,-104.9728388,NA,"NRSA"
"FW08CO012",39.2413809,-104.9580488,NA,"NRSA"
"FW08CO013",37.79720049,-103.3774933,NA,"NRSA"
"FW08CO014",39.89246561,-105.0565383,NA,"NRSA"
"FW08CO017",40.97146712,-107.0196069,NA,"NRSA"
"FW08CO019",39.38895974,-104.8672149,NA,"NRSA"
"FW08CO020",38.06505925,-102.3363777,NA,"NRSA"
"FW08CO021",39.98812383,-108.7779574,NA,"NRSA"
"FW08CO025",38.86531333,-108.398139,NA,"NRSA"
"FW08CO027",39.36936448,-106.4524344,NA,"NRSA"
"FW08CO031",40.15970307,-105.1184267,NA,"NRSA"
"FW08CO038",39.07659754,-106.0063979,NA,"NRSA"
"FW08CO073",37.06135096,-105.982904,NA,"NRSA"
"FW08CO076",39.63865573,-102.1136539,NA,"NRSA"
"FW08CO103",38.60455418,-106.4649269,NA,"NRSA"
"FW08IL006",37.52548104,-89.18786253,NA,"NRSA"
"FW08IL011",41.48585196,-89.84847663,NA,"NRSA"
"FW08IL017",40.78505884,-90.13890701,NA,"NRSA"
"FW08IL022",41.90001688,-89.4821499,NA,"NRSA"
"FW08IL018",41.15196235,-87.91418346,NA,"NRSA"
"FW08IL024",37.85241965,-89.19182797,NA,"NRSA"
"FW08IL027",42.21645225,-88.18890937,NA,"NRSA"
"FW08IL028",37.85027158,-89.33574472,NA,"NRSA"
"FW08IL029",40.06321766,-90.30726993,NA,"NRSA"
"FW08IL031",41.51647365,-90.30615738,NA,"NRSA"
"FW08IL036",40.15377162,-89.67550511,NA,"NRSA"
"FW08IL038",42.49488395,-89.26560528,NA,"NRSA"
"FW08VT003",43.94606478,-72.71105066,NA,"NRSA"
"FW08VT004",44.8061487,-72.13634495,NA,"NRSA"
"FW08VT005",44.21421333,-72.96547209,NA,"NRSA"
"FW08VT007",43.90350564,-72.8253244,NA,"NRSA"
"FW08VT008",43.04998903,-72.72147128,NA,"NRSA"
"FW08TX003",30.28718756,-98.89560053,NA,"NRSA"
"FW08TX004",32.28043629,-97.97061693,NA,"NRSA"
"FW08TX010",30.5975647,-98.06989927,NA,"NRSA"
"FW08TX011",33.06838281,-94.46843757,NA,"NRSA"
"FW08TX017",31.54151415,-97.41663635,NA,"NRSA"
"FW08TX031",30.87365616,-97.62101278,NA,"NRSA"
"FW08TX045",32.46103578,-94.70198008,NA,"NRSA"
"FW08IN002",39.41488769,-86.0084241,NA,"NRSA"
"FW08IN003",40.07580709,-84.84430651,NA,"NRSA"
"FW08IN004",41.09378365,-85.80106993,NA,"NRSA"
"FW08IN005",40.76092777,-84.98838699,NA,"NRSA"
"FW08IN008",38.83491245,-86.52325911,NA,"NRSA"
"FW08IN009",41.6946525,-85.91740108,NA,"NRSA"
"FW08IN011",40.86746481,-85.60817962,NA,"NRSA"
"FW08IN014",40.31739021,-87.30044825,NA,"NRSA"
"FW08IN015",40.90640874,-86.7115276,NA,"NRSA"
"FW08IN016",38.35094769,-86.61831604,NA,"NRSA"
"FW08IN017",41.15722367,-86.58538781,NA,"NRSA"
"FW08IN020",41.17253557,-87.38959372,NA,"NRSA"
"FW08IN023",40.54494518,-84.92548748,NA,"NRSA"
"FW08IN018",38.71122902,-87.17757112,NA,"NRSA"
"FW08MI023",42.06127146,-86.42369501,NA,"NRSA"
"FW08IN025",41.66737013,-85.94200038,NA,"NRSA"
"FW08IN028",39.6101024,-84.95963267,NA,"NRSA"
"FW08IN029",41.60258314,-86.11116261,NA,"NRSA"
"FW08IN030",39.96892757,-87.47214622,NA,"NRSA"
"FW08IN033",41.17260178,-86.51700711,NA,"NRSA"
"FW08MI038",42.0641964,-85.14743755,NA,"NRSA"
"FW08MI019",43.05631052,-85.594206,NA,"NRSA"
"FW08MI024",43.34147415,-83.6244102,NA,"NRSA"
"FW08MI026",43.02233875,-86.02397272,NA,"NRSA"
"FW08MI028",43.31096671,-83.96788131,NA,"NRSA"
"FW08MI030",42.82315902,-84.93878113,NA,"NRSA"
"FW08MI033",42.54166704,-84.62802761,NA,"NRSA"
"FW08MI036",43.00435548,-82.52504024,NA,"NRSA"
"FW08MI037",42.33162668,-83.00431104,NA,"NRSA"
"FW08MI041",44.02949646,-85.03818625,NA,"NRSA"
"FW08MI042",43.32695473,-86.00557496,NA,"NRSA"
"FW08MI044",43.04412066,-84.86365254,NA,"NRSA"
"FW08MI046",43.42079117,-85.79339856,NA,"NRSA"
"FW08MI047",46.88432593,-88.53444297,NA,"NRSA"
"FW08MI048",46.55484625,-85.11660588,NA,"NRSA"
"FW08MI050",45.08290496,-83.49055811,NA,"NRSA"
"FW08MI057",43.67562743,-85.46990525,NA,"NRSA"
"FW08MI058",42.94219653,-85.18561311,NA,"NRSA"
"FW08IA002",42.97978705,-91.67293625,NA,"NRSA"
"FW08IA004",40.82880459,-95.20484547,NA,"NRSA"
"FW08IA005",42.9935657,-95.07848105,NA,"NRSA"
"FW08IA008",42.7025234,-91.92311051,NA,"NRSA"
"FW08IA009",42.76793004,-92.3558993,NA,"NRSA"
"FW08IA011",40.67346652,-95.31217703,NA,"NRSA"
"FW08IA013",43.13852294,-91.60842526,NA,"NRSA"
"FW08IA014",42.21851513,-92.74238821,NA,"NRSA"
"FW08IA016",40.87133759,-94.91030404,NA,"NRSA"
"FW08IA017",42.56080476,-90.94028977,NA,"NRSA"
"FW08IA023",40.87373291,-95.597704,NA,"NRSA"
"FW08IA027",41.37959378,-94.89794017,NA,"NRSA"
"FW08IA028",41.85046039,-94.0261349,NA,"NRSA"
"FW08IA031",42.40438954,-95.87348016,NA,"NRSA"
"FW08IA036",43.35914965,-93.86842916,NA,"NRSA"
"FW08IA041",42.19419472,-91.39223307,NA,"NRSA"
"FW08IA042",42.80455827,-91.53054161,NA,"NRSA"
"FW08IA043",41.587557,-94.39743921,NA,"NRSA"
"FW08IA048",41.21823045,-93.86450662,NA,"NRSA"
"FW08IA054",42.61752156,-91.28994821,NA,"NRSA"
"FW08IA055",40.68790173,-93.96833011,NA,"NRSA"
"FW08RIN9035",39.01349127,-85.50106931,NA,"NRSA"
"FW08RIN9046",39.83419007,-86.68450208,NA,"NRSA"
"FW08RMI9106",44.59081994,-85.07814424,NA,"NRSA"
"FW08RMI9110",44.61247157,-84.45743108,NA,"NRSA"
"FW08RMI9004",43.42986209,-85.71936104,NA,"NRSA"
"FW08RMI9002",44.26823039,-85.99630289,NA,"NRSA"
"FW08RMI9105",44.84533027,-84.83292083,NA,"NRSA"
"FW08MN017",43.71939974,-95.04621986,NA,"NRSA"
"FW08MN018",45.12479458,-93.99623578,NA,"NRSA"
"FW08MN021",43.76481527,-94.0407091,NA,"NRSA"
"FW08MN033",44.85127077,-93.98283292,NA,"NRSA"
"FW08MI034",44.64747421,-84.09452464,NA,"NRSA"
"FW08MN034",45.19240062,-94.28959125,NA,"NRSA"
"FW08MN037",43.90668456,-94.06029727,NA,"NRSA"
"FW08MN049",44.3401456,-93.93939837,NA,"NRSA"
"FW08MN040",44.04150615,-92.33873681,NA,"NRSA"
"FW08AR009",33.88132106,-93.49051167,NA,"NRSA"
"FW08AR035",35.76862941,-93.1659807,NA,"NRSA"
"FW08AR007",34.98609295,-93.60350937,NA,"NRSA"
"FW08AR004",34.50655745,-94.18862207,NA,"NRSA"
"FW08AR008",34.42724497,-92.38033902,NA,"NRSA"
"FW08MN024",44.79955982,-93.53311913,NA,"NRSA"
"FW08MN031",45.56509173,-92.79529833,NA,"NRSA"
"FW08MN035",45.23426325,-93.49636425,NA,"NRSA"
"FW08MN036",44.80659498,-93.01162789,NA,"NRSA"
"FW08DE005",39.70012709,-75.63338589,NA,"NRSA"
"FW08DE010",38.61816614,-75.63092164,NA,"NRSA"
"FW08DE014",38.66813956,-75.56030858,NA,"NRSA"
"FW08FL002",30.51884624,-87.29779287,NA,"NRSA"
"FW08FL013",30.84547115,-86.46667052,NA,"NRSA"
"FW08FL016",30.670151,-87.26649954,NA,"NRSA"
"FW08FL017",30.72718338,-85.82574947,NA,"NRSA"
"FW08FL018",30.29491629,-85.29384067,NA,"NRSA"
"FW08FL021",30.18840677,-83.60818538,NA,"NRSA"
"FW08FL029",30.58551262,-85.89379808,NA,"NRSA"
"FW08GA001",34.24605238,-84.68608632,NA,"NRSA"
"FW08GA003",34.52674768,-84.09111904,NA,"NRSA"
"FW08GA015",34.06954656,-84.53634847,NA,"NRSA"
"FW08GA018",32.0082543,-83.29546049,NA,"NRSA"
"FW08GA023",33.92673274,-85.05046408,NA,"NRSA"
"FW08MN019",45.29728822,-93.57205091,NA,"NRSA"
"FW08IA052",42.913511,-94.05752706,NA,"NRSA"
"FW08LA108",32.40963893,-90.99592109,NA,"NRSA"
"FW08LA088",31.53963774,-91.45260521,NA,"NRSA"
"FW08LA096",31.63061631,-91.39924704,NA,"NRSA"
"FW08LA100",30.99722189,-91.64244891,NA,"NRSA"
"FW08LA104",31.08965612,-91.59474249,NA,"NRSA"
"FW08LA152",31.43106364,-91.50559281,NA,"NRSA"
"FW08MS070",31.36445334,-91.47959844,NA,"NRSA"
"FW08MS006",31.26352607,-91.60386987,NA,"NRSA"
"FW08MS014",31.98290897,-91.13957798,NA,"NRSA"
"FW08LA044",32.31668097,-90.90508327,NA,"NRSA"
"FW08LA028",32.65297192,-91.14072265,NA,"NRSA"
"FW08MD001",38.44066919,-76.69705831,NA,"NRSA"
"FW08MD006",38.68907843,-75.76990034,NA,"NRSA"
"FW08MD002",38.82802711,-76.98111233,NA,"NRSA"
"FW08MD004",39.6484796,-77.18088663,NA,"NRSA"
"FW08MD007",39.59669875,-79.08394335,NA,"NRSA"
"FW08MD008",39.06636774,-77.38957313,NA,"NRSA"
"FW08MD012",39.17989196,-77.50736361,NA,"NRSA"
"FW08MD009",39.59856332,-77.88460578,NA,"NRSA"
"FW08MD020",39.45734207,-77.79812723,NA,"NRSA"
"FW08MD018",38.61579755,-77.1685603,NA,"NRSA"
"FW08MD024",39.18482927,-77.48622904,NA,"NRSA"
"FW08MD003",39.64269107,-78.4987201,NA,"NRSA"
"FW08MD005",38.27006247,-75.27663014,NA,"NRSA"
"FW08MD014",38.65172081,-77.12457501,NA,"NRSA"
"FW08MT001",46.93088969,-110.8698447,NA,"NRSA"
"FW08MT002",45.14160685,-109.039941,NA,"NRSA"
"FW08MT005",45.90723297,-113.4809371,NA,"NRSA"
"FW08MT007",46.68544062,-114.5589588,NA,"NRSA"
"FW08MT008",46.25086868,-109.769586,NA,"NRSA"
"FW08MT014",47.08177722,-111.5943272,NA,"NRSA"
"FW08MT020",48.00504903,-116.0016672,NA,"NRSA"
"FW08MT023",45.83768591,-110.045797,NA,"NRSA"
"FW08MT029",46.56603822,-107.9657348,NA,"NRSA"
"FW08MT030",46.16676666,-110.5490957,NA,"NRSA"
"FW08MT045",47.0151948,-108.1650054,NA,"NRSA"
"FW08MT051",45.53162435,-112.1075066,NA,"NRSA"
"FW08MT054",46.15890312,-112.9050686,NA,"NRSA"
"FW08MT055",46.5855868,-111.2657088,NA,"NRSA"
"FW08MT060",45.03420574,-107.5853158,NA,"NRSA"
"FW08MT062",45.90936211,-111.5668902,NA,"NRSA"
"FW08MT071",47.11536955,-111.3767773,NA,"NRSA"
"FW08MT013",45.91293536,-108.4087977,NA,"NRSA"
"FW08MT024",48.07746729,-114.0187155,NA,"NRSA"
"FW08MT035",44.97626082,-112.9965913,NA,"NRSA"
"FW08MT038",47.83706182,-114.7376506,NA,"NRSA"
"FW08MT039",46.45774768,-110.3713081,NA,"NRSA"
"FW08MT042",47.90948388,-113.8707,NA,"NRSA"
"FW08MT043",47.45160978,-111.3012823,NA,"NRSA"
"FW08MT048",46.11059188,-106.4503921,NA,"NRSA"
"FW08MT050",45.59731978,-109.3116046,NA,"NRSA"
"FW08MT004",47.49900796,-110.7164261,NA,"NRSA"
"FW08NJ002",40.81493935,-75.04027188,NA,"NRSA"
"FW08NJ003",41.04211949,-74.04730262,NA,"NRSA"
"FW08NJ008",41.25012378,-74.8555479,NA,"NRSA"
"FW08NJ009",40.33695516,-74.93851447,NA,"NRSA"
"FW08NJ015",41.11045859,-74.84292471,NA,"NRSA"
"FW08NJ019",41.09547258,-74.1483308,NA,"NRSA"
"FW08NJ021",40.62461827,-74.47443725,NA,"NRSA"
"FW08MT031",47.41435002,-111.4986355,NA,"NRSA"
"FW08NH005",44.24308442,-72.04818386,NA,"NRSA"
"FW08NH007",43.0680746,-72.44870162,NA,"NRSA"
"FW08NH011",43.35117982,-72.3934385,NA,"NRSA"
"FW08NH014",43.4326433,-71.65002274,NA,"NRSA"
"FW08NH016",42.84932272,-72.55308874,NA,"NRSA"
"FW08NH018",43.25604265,-71.62249548,NA,"NRSA"
"FW08NH020",44.87331461,-71.52951972,NA,"NRSA"
"FW08NH009",43.86580883,-72.17822251,NA,"NRSA"
"FW08NH010",43.19317288,-71.52350519,NA,"NRSA"
"FW08NH017",43.4303027,-72.39500794,NA,"NRSA"
"FW08AR010",35.62598092,-89.87932863,NA,"NRSA"
"FW08AR067",34.01733467,-90.98794483,NA,"NRSA"
"FW08AR078",34.73421624,-90.45759671,NA,"NRSA"
"FW08AR087",33.71397906,-91.15474059,NA,"NRSA"
"FW08AR205",33.32053452,-91.16848524,NA,"NRSA"
"FW08KY097",36.53474414,-89.46723264,NA,"NRSA"
"FW08AR274",34.96117098,-90.27260038,NA,"NRSA"
"FW08MO086",36.02181179,-89.69352794,NA,"NRSA"
"FW08MO102",36.56169695,-89.3961785,NA,"NRSA"
"FW08MO150",36.1698759,-89.61057832,NA,"NRSA"
"FW08MS019",34.37092473,-90.67842061,NA,"NRSA"
"FW08MS083",33.77590079,-91.07395446,NA,"NRSA"
"FW08MS094",33.43218542,-91.12302718,NA,"NRSA"
"FW08MO214",36.911591,-89.11591123,NA,"NRSA"
"FW08MS127",34.60597716,-90.58244291,NA,"NRSA"
"FW08MS139",34.77068524,-90.4627042,NA,"NRSA"
"FW08MS147",33.62006942,-91.13442836,NA,"NRSA"
"FW08MS191",34.18554105,-90.87650411,NA,"NRSA"
"FW08MS203",34.8872436,-90.28323188,NA,"NRSA"
"FW08MS211",33.86708357,-91.06412598,NA,"NRSA"
"FW08MS238",33.10874435,-91.15072412,NA,"NRSA"
"FW08TN017",36.24612926,-89.64035055,NA,"NRSA"
"FW08TN049",36.07296666,-89.68023958,NA,"NRSA"
"FW08TN081",36.47289932,-89.43740835,NA,"NRSA"
"FW08TN085",35.21967274,-90.07277878,NA,"NRSA"
"FW08TN097",35.67627519,-89.93772529,NA,"NRSA"
"FW08TN177",35.78381422,-89.76311537,NA,"NRSA"
"FW08TN261",35.14750379,-90.0654729,NA,"NRSA"
"FW08TN285",35.02163505,-90.23656473,NA,"NRSA"
"FW08MA001",42.09049853,-71.29759953,NA,"NRSA"
"FW08MA002",41.96178808,-70.91978479,NA,"NRSA"
"FW08MA004",42.63170751,-72.12900344,NA,"NRSA"
"FW08MA006",41.87493747,-71.09397285,NA,"NRSA"
"FW08MA007",42.81380731,-71.00100494,NA,"NRSA"
"FW08MA013",42.15883734,-72.5766574,NA,"NRSA"
"FW08MA017",42.20402467,-72.59054238,NA,"NRSA"
"FW08MA018",41.95755558,-70.93360953,NA,"NRSA"
"FW08RNY9004",43.25190207,-73.83515964,NA,"NRSA"
"FW08RNY9005",44.29784965,-75.35973487,NA,"NRSA"
"FW08RNY9007",43.23095631,-74.18652878,NA,"NRSA"
"FW08NY064",42.11546943,-79.26637037,NA,"NRSA"
"FW08NY034",43.13766805,-76.29551055,NA,"NRSA"
"FW08NY030",42.08065107,-78.42363433,NA,"NRSA"
"FW08NY002",44.58850577,-74.80835367,NA,"NRSA"
"FW08NY003",42.96006993,-75.78860842,NA,"NRSA"
"FW08NY004",44.73815363,-73.47659672,NA,"NRSA"
"FW08NY008",42.60527812,-73.47988246,NA,"NRSA"
"FW08NY014",44.31879193,-74.52344171,NA,"NRSA"
"FW08NY015",42.50112044,-74.43890932,NA,"NRSA"
"FW08NY016",41.56286652,-73.84559791,NA,"NRSA"
"FW08NY019",42.14603326,-77.05408537,NA,"NRSA"
"FW08NY017",42.42297023,-75.63217324,NA,"NRSA"
"FW08KY209",36.60870194,-89.3058315,NA,"NRSA"
"FW08NY018",42.93689353,-76.61918112,NA,"NRSA"
"FW08NY022",43.00710742,-76.68105171,NA,"NRSA"
"FW08NY021",42.82852399,-73.98933424,NA,"NRSA"
"FW08NY023",42.16144049,-75.85677759,NA,"NRSA"
"FW08NY024",44.86450288,-74.12799793,NA,"NRSA"
"FW08NY025",43.24865985,-73.74076924,NA,"NRSA"
"FW08NY027",44.25928066,-75.76742933,NA,"NRSA"
"FW08NY028",42.47413071,-73.78702077,NA,"NRSA"
"FW08NY032",42.06590517,-78.46921921,NA,"NRSA"
"FW08NY035",42.02895573,-76.39830557,NA,"NRSA"
"FW08NY037",42.93557536,-74.19444996,NA,"NRSA"
"FW08NY039",42.34775323,-75.69644417,NA,"NRSA"
"FW08NY040",43.25552804,-73.58640123,NA,"NRSA"
"FW08NY041",43.53157897,-74.55172988,NA,"NRSA"
"FW08NY042",42.85984433,-77.84330995,NA,"NRSA"
"FW08NY050",43.3045003,-76.39769929,NA,"NRSA"
"FW08NY044",42.05575562,-73.9319509,NA,"NRSA"
"FW08NY065",42.90824199,-75.47830277,NA,"NRSA"
"FW08NY066",43.01566804,-76.85463864,NA,"NRSA"
"FW08NY077",42.74126609,-76.47440336,NA,"NRSA"
"FW08CT009",41.63414725,-72.74883502,NA,"NRSA"
"FW08CT020",41.57492863,-73.41535386,NA,"NRSA"
"FW08ME001",45.94507318,-69.84798955,NA,"NRSA"
"FW08ME002",47.16990604,-68.90735581,NA,"NRSA"
"FW08ME003",43.43990417,-70.55629768,NA,"NRSA"
"FW08ME004",44.89177673,-70.38442132,NA,"NRSA"
"FW08ME005",44.9603277,-68.99696306,NA,"NRSA"
"FW08ME006",45.88455729,-67.86175972,NA,"NRSA"
"FW08ME007",45.69043623,-70.0993017,NA,"NRSA"
"FW08ME008",46.43544151,-69.43808234,NA,"NRSA"
"FW08ME009",46.63770296,-67.79620541,NA,"NRSA"
"FW08ME010",47.11115563,-69.01443914,NA,"NRSA"
"FW08ME011",44.9834071,-69.55645391,NA,"NRSA"
"FW08ME013",47.13182679,-67.89810129,NA,"NRSA"
"FW08ME016",47.1542792,-68.94424298,NA,"NRSA"
"FW08ME017",45.87866622,-68.62034335,NA,"NRSA"
"FW08ME018",44.73737623,-67.54984267,NA,"NRSA"
"FW08ME020",46.97555966,-69.37837946,NA,"NRSA"
"FW08ME021",45.2573317,-68.94965872,NA,"NRSA"
"FW08ME022",44.42154531,-69.70560359,NA,"NRSA"
"FW08ME027",44.00308603,-70.09860987,NA,"NRSA"
"FW08ME026",44.501094,-69.67614081,NA,"NRSA"
"FW08SD004",43.6967828,-102.1639264,NA,"NRSA"
"FW08SD005",43.41349596,-98.87786433,NA,"NRSA"
"FW08SD009",43.52786911,-101.7975957,NA,"NRSA"
"FW08SD010",45.7710672,-101.2769944,NA,"NRSA"
"FW08SD012",43.2870233,-102.8174619,NA,"NRSA"
"FW08SD016",45.68732336,-101.8394667,NA,"NRSA"
"FW08SD020",43.82175326,-99.45185123,NA,"NRSA"
"FW08SD021",44.28504443,-103.7937273,NA,"NRSA"
"FW08SD022",45.50981053,-101.0847823,NA,"NRSA"
"FW08SD025",43.78581882,-103.0622408,NA,"NRSA"
"FW08SD027",45.72849972,-101.9843776,NA,"NRSA"
"FW08SD029",45.00143744,-98.63765863,NA,"NRSA"
"FW08SD039",45.76411077,-100.6831275,NA,"NRSA"
"FW08SD023",45.65635515,-100.85083,NA,"NRSA"
"FW08SD019",43.38208938,-102.3896031,NA,"NRSA"
"FW08SD043",45.62072484,-102.3781605,NA,"NRSA"
"FW08SD041",44.15643022,-103.2286962,NA,"NRSA"
"FW08SD046",43.6071459,-102.9969674,NA,"NRSA"
"FW08SD049",45.35231501,-96.70890655,NA,"NRSA"
"FW08SD052",44.39508619,-102.8050839,NA,"NRSA"
"FW08SD054",43.64222528,-101.8385385,NA,"NRSA"
"FW08SD058",43.48729998,-102.4814225,NA,"NRSA"
"FW08SD063",44.5204035,-101.9940786,NA,"NRSA"
"FW08PA035",40.88571622,-76.80150575,NA,"NRSA"
"FW08SD071",45.56322755,-101.5487176,NA,"NRSA"
"FW08SD061",43.91601196,-99.81948746,NA,"NRSA"
"FW08SD057",44.04587612,-99.15812818,NA,"NRSA"
"FW08CA001",33.7605511,-116.5497488,NA,"NRSA"
"FW08CA004",38.67542306,-121.4471954,NA,"NRSA"
"FW08CA006",38.73207634,-119.929254,NA,"NRSA"
"FW08CA007",34.74768352,-120.0540091,NA,"NRSA"
"FW08CA010",42.00285652,-122.764264,NA,"NRSA"
"FW08CA011",38.31081734,-119.3439232,NA,"NRSA"
"FW08CA012",34.55732876,-119.2497054,NA,"NRSA"
"FW08CA013",41.09035702,-124.0858495,NA,"NRSA"
"FW08CA016",37.32877981,-121.6748984,NA,"NRSA"
"FW08CA017",36.96370514,-119.2314146,NA,"NRSA"
"FW08CA075",39.90521376,-121.0465597,NA,"NRSA"
"FW08ND026",46.4179424,-103.5123702,NA,"NRSA"
"FW08ND049",47.28029297,-101.1779302,NA,"NRSA"
"FW08ND043",45.97889068,-98.16757592,NA,"NRSA"
"FW08ND007",48.92108636,-98.07484771,NA,"NRSA"
"FW08RND9033",48.83914242,-98.00571028,NA,"NRSA"
"FW08RND9138",48.82919437,-100.0674,NA,"NRSA"
"FW08RND010458",46.8942303,-103.5408473,NA,"NRSA"
"FW08RND010456",46.25350832,-103.9119487,NA,"NRSA"
"FW08RND010460",46.77388383,-102.4274817,NA,"NRSA"
"FW08ND001",46.38958696,-100.8727989,NA,"NRSA"
"FW08ND003",48.06337856,-100.9209377,NA,"NRSA"
"FW08ND004",47.45974483,-96.87661905,NA,"NRSA"
"FW08ND005",46.58915632,-101.733273,NA,"NRSA"
"FW08ND006",46.90918389,-103.5472657,NA,"NRSA"
"FW08ND010",47.30457885,-102.1929032,NA,"NRSA"
"FW08ND012",46.03088497,-101.6170808,NA,"NRSA"
"FW08ND013",46.47800388,-102.2405319,NA,"NRSA"
"FW08ND015",46.99020188,-102.8888491,NA,"NRSA"
"FW08ND017",47.25584742,-101.8083965,NA,"NRSA"
"FW08ND029",47.97871399,-103.8252868,NA,"NRSA"
"FW08ND031",46.76207893,-97.19333858,NA,"NRSA"
"FW08ND021",47.12957903,-102.2341885,NA,"NRSA"
"FW08ND032",46.53464017,-100.4417819,NA,"NRSA"
"FW08ND033",47.04645893,-101.1047038,NA,"NRSA"
"FW08ND034",45.95828509,-103.1202439,NA,"NRSA"
"FW08ND035",48.43887135,-97.43963034,NA,"NRSA"
"FW08ND036",46.05454691,-102.0750985,NA,"NRSA"
"FW08ND039",48.11971126,-97.17403442,NA,"NRSA"
"FW08ND040",46.77582075,-101.1706339,NA,"NRSA"
"FW08ND028",46.79972003,-101.1068409,NA,"NRSA"
"FW08ND022",47.16033766,-102.0420806,NA,"NRSA"
"FW08ND024",46.22148997,-101.5025463,NA,"NRSA"
"FW08ND027",47.50223275,-97.33885713,NA,"NRSA"
"FW08ND044",46.74676239,-100.7427914,NA,"NRSA"
"FW08ND052",46.32399426,-101.8133071,NA,"NRSA"
"FW08ND055",47.25021394,-96.84413008,NA,"NRSA"
"FW08ND056",46.74136434,-101.4838374,NA,"NRSA"
"FW08ND057",46.92584336,-103.5406523,NA,"NRSA"
